"Height","Width","Aspect_ratio","Local","Is_Ad"
24,75,3.125,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
35,114,3.2571,1,0
76,87,1.1447,1,0
80,116,1.45,1,0
55,75,1.3636,0,0
38,96,2.5263,1,0
60,43,0.7167,1,0
18,57,3.1667,1,0
81,129,1.5926,1,0
57,345,6.0526,1,0
11,89,8.0909,1,0
78,104,1.3333,1,0
80,95,1.1875,1,0
51,110,2.1569,1,0
31,241,7.7742,1,0
51,110,2.1569,0,0
15,82,5.4667,1,0
23,19,0.8261,1,0
23,225,9.7826,1,0
24,120,5,0,0
80,80,1,1,0
21,110,5.2381,1,0
51,110,2.1569,0,0
32,248,7.75,1,0
33,85,2.5758,1,0
80,94,1.175,1,0
14,70,5,1,0
51,110,2.1569,1,0
100,111,1.11,0,0
24,120,5,0,0
40,68,1.7,0,0
11,94,8.5455,1,0
95,94,0.9895,1,0
32,214,6.6875,1,0
254,212,0.8346,1,0
51,110,2.1569,1,0
23,19,0.8261,1,0
110,178,1.6182,1,0
25,68,2.72,1,0
51,110,2.1569,1,0
33,224,6.7879,1,0
64,203,3.1719,1,0
31,209,6.7419,1,0
210,244,1.1619,1,0
25,120,4.8,1,0
68,66,0.9706,0,0
106,119,1.1226,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
80,87,1.0875,1,0
60,60,1,1,0
23,19,0.8261,0,0
19,96,5.0526,1,0
60,80,1.3333,1,0
20,175,8.75,1,0
11,64,5.8182,1,0
60,73,1.2167,0,0
64,250,3.9062,1,0
36,75,2.0833,1,0
51,110,2.1569,0,0
23,26,1.1304,1,0
75,95,1.2667,1,0
20,100,5,1,0
23,26,1.1304,1,0
25,112,4.48,1,0
51,110,2.1569,1,0
120,120,1,1,0
20,175,8.75,1,0
80,87,1.0875,1,0
60,43,0.7167,1,0
80,100,1.25,1,0
1,1,1,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
50,50,1,1,0
51,110,2.1569,1,0
292,151,0.5171,1,0
51,110,2.1569,1,0
66,155,2.3485,0,0
12,98,8.1667,1,0
311,367,1.1801,1,0
103,80,0.7767,1,0
80,87,1.0875,1,0
51,110,2.1569,1,0
80,90,1.125,1,0
19,37,1.9474,0,0
25,46,1.84,1,0
12,101,8.4167,1,0
51,110,2.1569,0,0
95,110,1.1579,1,0
51,110,2.1569,1,0
329,207,0.6292,1,0
51,110,2.1569,1,0
12,57,4.75,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
72,367,5.0972,1,0
20,191,9.55,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
75,95,1.2667,1,0
31,88,2.8387,1,0
40,399,9.975,0,0
40,130,3.25,1,0
31,88,2.8387,1,0
51,110,2.1569,1,0
90,90,1,0,0
95,110,1.1579,1,0
77,370,4.8052,1,0
33,35,1.0606,1,0
20,100,5,1,0
51,110,2.1569,1,0
176,408,2.3182,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
95,104,1.0947,1,0
328,120,0.3659,1,0
77,108,1.4026,1,0
35,126,3.6,1,0
60,75,1.25,1,0
11,96,8.7273,1,0
12,101,8.4167,1,0
80,90,1.125,1,0
80,87,1.0875,1,0
17,98,5.7647,1,0
46,173,3.7609,0,0
51,110,2.1569,1,0
77,108,1.4026,1,0
80,89,1.1125,1,0
31,88,2.8387,1,0
23,98,4.2609,1,0
120,120,1,1,0
77,370,4.8052,1,0
40,120,3,1,0
30,129,4.3,1,0
80,89,1.1125,1,0
51,110,2.1569,1,0
77,108,1.4026,1,0
17,38,2.2353,1,0
20,134,6.7,1,0
51,110,2.1569,1,0
120,120,1,1,0
14,67,4.7857,1,0
16,100,6.25,1,0
90,95,1.0556,1,0
20,20,1,1,0
51,110,2.1569,1,0
77,108,1.4026,1,0
51,110,2.1569,1,0
20,134,6.7,1,0
32,128,4,1,0
140,172,1.2286,1,0
31,88,2.8387,0,0
22,110,5,1,0
39,100,2.5641,1,0
35,126,3.6,1,0
210,188,0.8952,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
70,50,0.7143,1,0
66,360,5.4545,1,0
51,110,2.1569,1,0
20,134,6.7,1,0
162,245,1.5123,0,0
14,21,1.5,1,0
51,110,2.1569,1,0
31,88,2.8387,1,0
90,100,1.1111,1,0
28,91,3.25,1,0
51,110,2.1569,1,0
50,40,0.8,1,0
151,120,0.7947,1,0
236,214,0.9068,1,0
51,110,2.1569,1,0
29,87,3,0,0
95,110,1.1579,1,0
39,325,8.3333,1,0
40,40,1,1,0
62,88,1.4194,1,0
153,213,1.3922,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
22,110,5,1,0
42,412,9.8095,1,0
26,122,4.6923,1,0
102,179,1.7549,0,0
24,24,1,0,0
31,88,2.8387,0,0
63,75,1.1905,0,0
32,32,1,1,0
51,110,2.1569,0,0
90,128,1.4222,0,0
78,139,1.7821,1,0
51,110,2.1569,1,0
143,214,1.4965,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
22,110,5,1,0
149,182,1.2215,0,0
76,108,1.4211,0,0
51,110,2.1569,1,0
27,73,2.7037,1,0
102,179,1.7549,0,0
174,100,0.5747,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
31,88,2.8387,0,0
115,205,1.7826,0,0
146,141,0.9658,0,0
30,90,3,0,0
149,182,1.2215,1,0
204,195,0.9559,1,0
51,110,2.1569,0,0
24,24,1,0,0
36,88,2.4444,1,0
25,83,3.32,1,0
17,102,6,1,0
62,88,1.4194,1,0
12,101,8.4167,1,0
39,67,1.7179,0,0
11,115,10.4545,0,0
31,88,2.8387,0,0
51,110,2.1569,1,0
140,140,1,0,0
51,110,2.1569,0,0
16,100,6.25,1,0
150,250,1.6667,0,0
24,74,3.0833,1,0
24,24,1,0,0
51,110,2.1569,1,0
36,142,3.9444,1,0
115,205,1.7826,1,0
31,88,2.8387,1,0
40,70,1.75,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
100,84,0.84,1,0
51,110,2.1569,1,0
144,216,1.5,1,0
39,150,3.8462,1,0
20,90,4.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
31,241,7.7742,1,0
18,18,1,1,0
12,101,8.4167,1,0
14,109,7.7857,1,0
133,200,1.5038,1,0
60,240,4,0,0
51,110,2.1569,1,0
133,200,1.5038,1,0
51,110,2.1569,1,0
62,148,2.3871,0,0
40,70,1.75,1,0
324,210,0.6481,1,0
26,122,4.6923,1,0
173,136,0.7861,0,0
138,223,1.6159,0,0
110,125,1.1364,0,0
324,210,0.6481,1,0
74,78,1.0541,1,0
149,182,1.2215,0,0
90,64,0.7111,0,0
325,397,1.2215,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,0,0
37,34,0.9189,1,0
26,122,4.6923,1,0
31,88,2.8387,0,0
140,140,1,0,0
40,70,1.75,1,0
51,110,2.1569,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
64,64,1,1,0
51,110,2.1569,1,0
131,132,1.0076,0,0
51,110,2.1569,1,0
141,254,1.8014,1,0
51,110,2.1569,1,0
12,67,5.5833,1,0
51,110,2.1569,1,0
140,140,1,0,0
16,55,3.4375,1,0
49,103,2.102,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
146,141,0.9658,1,0
36,150,4.1667,1,0
28,118,4.2143,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
31,88,2.8387,0,0
103,132,1.2816,1,0
51,110,2.1569,1,0
36,114,3.1667,1,0
33,88,2.6667,1,0
150,150,1,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
149,182,1.2215,0,0
51,110,2.1569,0,0
32,88,2.75,0,0
181,200,1.105,1,0
140,140,1,0,0
51,110,2.1569,0,0
12,108,9,0,0
150,200,1.3333,1,0
51,110,2.1569,1,0
105,134,1.2762,0,0
50,66,1.32,1,0
23,26,1.1304,1,0
145,242,1.669,1,0
114,100,0.8772,0,0
245,200,0.8163,1,0
110,120,1.0909,0,0
150,200,1.3333,1,0
51,110,2.1569,1,0
50,400,8,0,0
118,89,0.7542,0,0
31,88,2.8387,0,0
12,85,7.0833,1,0
31,209,6.7419,1,0
51,110,2.1569,1,0
50,94,1.88,1,0
76,100,1.3158,0,0
76,108,1.4211,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
50,40,0.8,1,0
180,241,1.3389,1,0
120,160,1.3333,0,0
46,100,2.1739,0,0
110,108,0.9818,0,0
51,110,2.1569,1,0
38,96,2.5263,1,0
194,175,0.9021,0,0
131,200,1.5267,1,0
194,184,0.9485,1,0
31,88,2.8387,1,0
200,201,1.005,1,0
51,110,2.1569,0,0
12,101,8.4167,1,0
50,50,1,1,0
51,110,2.1569,1,0
15,60,4,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
230,200,0.8696,0,0
32,248,7.75,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
145,200,1.3793,1,0
200,200,1,1,0
102,88,0.8627,0,0
30,90,3,0,0
132,130,0.9848,0,0
26,104,4,1,0
24,120,5,0,0
11,70,6.3636,1,0
32,32,1,1,0
16,250,15.625,0,0
80,84,1.05,1,0
26,104,4,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
102,179,1.7549,0,0
51,110,2.1569,0,0
26,58,2.2308,1,0
151,120,0.7947,0,0
24,120,5,0,0
200,179,0.895,1,0
300,450,1.5,0,0
51,110,2.1569,1,0
137,150,1.0949,1,0
51,110,2.1569,1,0
11,94,8.5455,1,0
75,200,2.6667,0,0
74,102,1.3784,0,0
196,178,0.9082,0,0
125,200,1.6,1,0
178,110,0.618,0,0
51,110,2.1569,1,0
120,150,1.25,1,0
51,110,2.1569,1,0
62,61,0.9839,0,0
33,88,2.6667,1,0
27,69,2.5556,1,0
26,104,4,1,0
222,300,1.3514,1,0
51,110,2.1569,1,0
26,104,4,1,0
51,110,2.1569,0,0
11,64,5.8182,1,0
110,161,1.4636,1,0
25,85,3.4,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
135,200,1.4815,1,0
26,104,4,1,0
40,200,5,1,0
102,179,1.7549,0,0
152,200,1.3158,1,0
51,110,2.1569,0,0
23,26,1.1304,1,0
40,200,5,1,0
11,64,5.8182,1,0
125,250,2,0,0
20,95,4.75,1,0
67,134,2,1,0
75,95,1.2667,1,0
51,110,2.1569,0,0
11,89,8.0909,1,0
30,130,4.3333,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
24,120,5,0,0
51,110,2.1569,1,0
10,600,60,1,0
80,82,1.025,1,0
100,50,0.5,0,0
38,96,2.5263,1,0
187,248,1.3262,1,0
24,120,5,0,0
51,110,2.1569,1,0
30,130,4.3333,1,0
24,120,5,0,0
10,600,60,1,0
11,94,8.5455,1,0
80,84,1.05,1,0
12,57,4.75,1,0
132,130,0.9848,0,0
12,57,4.75,1,0
117,233,1.9915,1,0
209,200,0.9569,1,0
51,110,2.1569,1,0
90,90,1,0,0
20,95,4.75,1,0
51,110,2.1569,1,0
11,96,8.7273,1,0
90,90,1,0,0
51,110,2.1569,1,0
28,100,3.5714,1,0
11,96,8.7273,1,0
125,250,2,0,0
51,110,2.1569,1,0
60,468,7.8,1,0
308,125,0.4058,1,0
51,110,2.1569,1,0
199,484,2.4322,1,0
20,134,6.7,1,0
51,110,2.1569,1,0
72,105,1.4583,1,0
24,120,5,0,0
40,200,5,1,0
158,194,1.2278,0,0
20,95,4.75,1,0
42,42,1,1,0
51,110,2.1569,1,0
46,125,2.7174,1,0
54,64,1.1852,1,0
12,102,8.5,1,0
102,179,1.7549,0,0
20,134,6.7,1,0
51,110,2.1569,1,0
21,86,4.0952,1,0
40,200,5,1,0
12,101,8.4167,1,0
60,296,4.9333,1,0
40,200,5,1,0
24,120,5,0,0
51,110,2.1569,1,0
100,83,0.83,1,0
24,120,5,0,0
119,209,1.7563,1,0
170,170,1,0,0
145,200,1.3793,1,0
40,46,1.15,1,0
40,160,4,1,0
51,110,2.1569,0,0
11,89,8.0909,1,0
30,30,1,1,0
151,199,1.3179,0,0
103,273,2.6505,1,0
51,110,2.1569,0,0
51,110,2.1569,1,0
146,250,1.7123,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
16,16,1,1,0
80,89,1.1125,1,0
22,204,9.2727,1,0
66,73,1.1061,1,0
49,114,2.3265,1,0
110,110,1,0,0
224,204,0.9107,0,0
226,277,1.2257,1,0
30,30,1,1,0
16,16,1,1,0
161,130,0.8075,0,0
51,110,2.1569,1,0
90,90,1,0,0
163,164,1.0061,1,0
154,231,1.5,0,0
100,300,3,0,0
51,110,2.1569,1,0
11,89,8.0909,1,0
84,85,1.0119,0,0
12,101,8.4167,1,0
16,60,3.75,1,0
12,102,8.5,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
27,57,2.1111,1,0
12,102,8.5,1,0
17,77,4.5294,1,0
60,468,7.8,1,0
134,184,1.3731,0,0
20,134,6.7,1,0
120,180,1.5,0,0
134,184,1.3731,0,0
61,61,1,0,0
51,110,2.1569,1,0
12,101,8.4167,1,0
11,64,5.8182,1,0
171,210,1.2281,0,0
10,600,60,1,0
55,177,3.2182,1,0
51,110,2.1569,1,0
108,120,1.1111,0,0
51,110,2.1569,1,0
20,95,4.75,1,0
75,101,1.3467,1,0
90,90,1,0,0
30,143,4.7667,0,0
30,30,1,1,0
11,94,8.5455,1,0
20,134,6.7,1,0
51,110,2.1569,1,0
97,300,3.0928,1,0
51,110,2.1569,1,0
27,175,6.4815,1,0
51,110,2.1569,1,0
23,26,1.1304,1,0
51,110,2.1569,1,0
106,107,1.0094,0,0
12,86,7.1667,1,0
51,110,2.1569,1,0
62,82,1.3226,0,0
51,110,2.1569,1,0
31,88,2.8387,0,0
38,88,2.3158,0,0
75,100,1.3333,1,0
12,102,8.5,1,0
20,20,1,1,0
60,196,3.2667,0,0
14,63,4.5,0,0
160,180,1.125,1,0
200,200,1,0,0
65,110,1.6923,0,0
62,62,1,0,0
60,80,1.3333,1,0
38,88,2.3158,0,0
70,50,0.7143,1,0
12,101,8.4167,1,0
51,110,2.1569,1,0
149,182,1.2215,0,0
51,110,2.1569,1,0
32,328,10.25,0,0
20,134,6.7,1,0
38,88,2.3158,0,0
51,110,2.1569,0,0
51,110,2.1569,1,0
36,180,5,1,0
22,110,5,1,0
11,96,8.7273,1,0
100,100,1,0,0
154,108,0.7013,1,0
131,156,1.1908,1,0
10,600,60,1,0
22,110,5,1,0
51,67,1.3137,1,0
32,75,2.3438,0,0
11,89,8.0909,1,0
95,109,1.1474,1,0
140,140,1,0,0
51,110,2.1569,0,0
119,152,1.2773,1,0
12,10,0.8333,1,0
36,180,5,1,0
55,150,2.7273,0,0
51,110,2.1569,1,0
48,264,5.5,1,0
20,134,6.7,1,0
35,150,4.2857,1,0
51,110,2.1569,1,0
36,180,5,1,0
51,110,2.1569,0,0
134,184,1.3731,0,0
135,110,0.8148,0,0
12,57,4.75,1,0
51,110,2.1569,1,0
133,158,1.188,1,0
89,83,0.9326,1,0
12,86,7.1667,1,0
12,57,4.75,1,0
51,110,2.1569,0,0
140,180,1.2857,1,0
51,110,2.1569,1,0
149,182,1.2215,0,0
145,156,1.0759,1,0
51,110,2.1569,1,0
12,101,8.4167,1,0
10,331,33.1,1,0
51,110,2.1569,0,0
25,120,4.8,1,0
119,150,1.2605,0,0
36,180,5,1,0
25,120,4.8,1,0
140,140,1,0,0
82,337,4.1098,0,0
12,10,0.8333,1,0
11,96,8.7273,1,0
51,110,2.1569,1,0
12,101,8.4167,1,0
51,110,2.1569,1,0
22,21,0.9545,1,0
51,110,2.1569,1,0
40,40,1,1,0
25,120,4.8,1,0
110,95,0.8636,0,0
160,180,1.125,1,0
120,180,1.5,1,0
154,231,1.5,1,0
12,86,7.1667,1,0
115,205,1.7826,0,0
40,40,1,1,0
51,110,2.1569,1,0
18,24,1.3333,1,0
51,110,2.1569,0,0
158,108,0.6835,0,0
117,115,0.9829,0,0
300,178,0.5933,1,0
12,102,8.5,1,0
154,231,1.5,0,0
32,40,1.25,0,0
51,110,2.1569,1,0
51,110,2.1569,0,0
60,70,1.1667,0,0
51,110,2.1569,1,0
12,101,8.4167,1,0
20,90,4.5,1,0
34,34,1,1,0
12,98,8.1667,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
154,231,1.5,0,0
31,88,2.8387,0,0
23,26,1.1304,1,0
51,110,2.1569,1,0
200,200,1,1,0
75,100,1.3333,1,0
51,110,2.1569,1,0
150,200,1.3333,1,0
51,110,2.1569,0,0
75,200,2.6667,1,0
51,110,2.1569,1,0
64,144,2.25,1,0
40,120,3,1,0
40,46,1.15,1,0
25,100,4,1,0
51,110,2.1569,1,0
36,36,1,1,0
51,110,2.1569,1,0
25,120,4.8,1,0
200,166,0.83,0,0
36,180,5,1,0
51,110,2.1569,1,0
32,37,1.1562,0,0
75,95,1.2667,1,0
51,110,2.1569,1,0
10,331,33.1,1,0
173,150,0.8671,0,0
51,110,2.1569,1,0
32,78,2.4375,0,0
160,180,1.125,1,0
51,110,2.1569,1,0
10,600,60,1,0
11,94,8.5455,1,0
51,110,2.1569,1,0
160,180,1.125,1,0
35,36,1.0286,0,0
11,64,5.8182,1,0
36,180,5,1,0
25,100,4,1,0
88,88,1,1,0
51,110,2.1569,0,0
23,26,1.1304,1,0
16,16,1,1,0
90,90,1,1,0
200,200,1,1,0
12,150,12.5,1,0
64,250,3.9062,0,0
102,179,1.7549,0,0
64,144,2.25,1,0
51,110,2.1569,1,0
51,160,3.1373,0,0
64,144,2.25,1,0
10,600,60,1,0
32,33,1.0312,0,0
51,110,2.1569,0,0
115,115,1,1,0
110,170,1.5455,1,0
160,180,1.125,1,0
183,159,0.8689,1,0
109,110,1.0092,1,0
51,110,2.1569,1,0
147,206,1.4014,0,0
94,222,2.3617,0,0
16,16,1,1,0
120,130,1.0833,1,0
60,140,2.3333,1,0
25,100,4,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
40,400,10,1,0
160,180,1.125,1,0
95,222,2.3368,1,0
150,150,1,1,0
34,105,3.0882,0,0
128,178,1.3906,0,0
184,153,0.8315,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
60,140,2.3333,1,0
140,180,1.2857,1,0
154,213,1.3831,1,0
20,90,4.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
140,180,1.2857,1,0
51,110,2.1569,0,0
115,190,1.6522,0,0
184,140,0.7609,1,0
25,100,4,1,0
40,40,1,1,0
100,85,0.85,0,0
60,120,2,0,0
137,150,1.0949,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
90,119,1.3222,1,0
51,110,2.1569,1,0
10,600,60,1,0
148,225,1.5203,0,0
16,16,1,1,0
25,100,4,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
110,109,0.9909,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
25,100,4,1,0
16,16,1,1,0
110,109,0.9909,1,0
31,88,2.8387,0,0
51,110,2.1569,1,0
71,87,1.2254,0,0
25,100,4,1,0
146,158,1.0822,0,0
51,110,2.1569,1,0
51,110,2.1569,1,0
136,150,1.1029,1,0
10,600,60,1,0
12,101,8.4167,1,0
51,110,2.1569,1,0
40,100,2.5,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
16,16,1,1,0
24,75,3.125,1,0
51,110,2.1569,1,0
25,100,4,1,0
51,110,2.1569,1,0
55,175,3.1818,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
10,600,60,1,0
11,64,5.8182,1,0
51,110,2.1569,1,0
150,200,1.3333,1,0
16,16,1,1,0
134,184,1.3731,0,0
23,26,1.1304,1,0
40,130,3.25,1,0
158,192,1.2152,1,0
25,100,4,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
51,110,2.1569,1,0
106,110,1.0377,1,0
30,30,1,0,0
170,94,0.5529,0,0
101,140,1.3861,1,0
23,120,5.2174,1,0
51,110,2.1569,1,0
40,40,1,1,0
